name,txt,ph_seq,ph_dur,ph_num,note_seq,note_dur,comments
000042,The ten-car trains will take that word That fledgling bird,SP ð a SP ʈ ɛ n k ɑː SP t ɹ e n z SP ʋ ɪ l SP ʈ eː k æ t ʋ ɜː ɖ SP æ t f l ɛ dʒ ʎ ɪ ŋ b aː d SP,0.07 0.04 0.03 0.11 0.04 0.27 0.14 0.08 0.56 0.35 0.07 0.05 0.85 0.28 0.03 0.32 0.03 0.03 0.03 0.09 0.08 0.45 0.03 0.73 0.03 0.05 1.07 0.12 0.3 0.06 0.21 0.11 0.08 0.17 0.14 0.06 0.71 0.23 0.05 0.86 0.04 0.92,1 2 1 3 2 1 5 1 3 1 3 2 3 1 2 7 3 1,rest F#3 E3 E3 rest E3 F#3 E3 rest D#2 E3 E3 F#3 E3 D#3 rest,0.301859 0.487619 0.986848 1.184218 0.603719 0.17415 0.325079 1.938866 0.371519 0.406349 0.313469 0.325079 0.719819 0.25542 1.149388 0.417959,"exclude:low_SNR=6.8,dev=3.9"
000043,And the fallen house across the way,SP a n ð a f ɒ l ə n h aw s a k ɹ ɔ s ð a ʋ eː SP,0.49 0.08 0.13 0.04 0.03 0.18 0.75 0.04 0.43 0.06 0.17 1.38 0.15 0.05 0.17 0.06 0.18 0.13 0.05 0.15 0.14 0.92 0.16,1 2 2 5 3 5 2 2 1,rest A#2 A#2 D#3 F#3 E3 E3 E3 B2 F#3 E3 E3 rest,0.534059 0.16254 0.25542 0.20898 0.24381 0.452789 0.383129 1.695057 0.2322 0.394739 0.313469 0.928798 0.13932,
000044,It'll keep everything,SP ɪ t ə ɫ c iː p ɛ ɹ i θ ɪ ŋ SP,0.48 0.24 0.03 0.08 0.03 0.13 0.64 0.11 0.65 0.3 0.04 0.14 0.36 0.85 0.42,1 4 3 6 1,rest E3 F#3 G#3 G#3 D#3 D#3 D#3 rest,0.545669 0.452789 0.754649 0.10449 0.278639 0.452789 0.25542 1.265488 0.394739,
000045,The baby's breath Our bravery wasted and our shame,SP ð a b e bʲ i z b ɹ ɛ t̪ SP a SP b ɹ e v ɛ ɹ i ʋ eː s ʈʲ ɪ ɖ a n SP a SP ʃ e m SP,0.49 0.11 0.03 0.13 0.37 0.08 0.76 0.09 0.11 0.07 0.16 0.03 0.03 1.38 0.05 0.04 0.13 0.22 0.08 0.06 0.23 0.54 0.23 1.29 0.21 0.06 0.13 0.05 0.28 0.09 0.03 0.76 0.03 0.19 0.6 0.28 0.37,1 2 5 4 1 1 1 7 6 2 1 1 1 3 1,rest G#2 F#3 E3 E3 B2 F#3 E3 E3 E3 E3 E3 E3 F#3 E3 D#3 rest,0.545669 0.2322 0.429569 0.975238 1.393197 0.371519 0.429569 0.24381 0.777868 1.625397 0.15093 0.359909 0.301859 0.719819 0.290249 0.684989 0.25542,
000046,And we'll undress beside the ashes of the fire,SP a n ʋ ə l ɐ n d ɹ ɛ s b ə s aj d ð a a ʃ ɛ z ɒ v ð a f aj a SP,0.62 0.03 0.3 0.06 0.09 0.06 0.61 0.15 0.05 0.05 0.22 0.16 0.09 0.1 0.12 0.97 0.03 0.03 0.03 0.26 0.13 0.17 0.07 0.26 0.06 0.05 0.11 0.14 0.78 0.12 0.44,1 2 3 6 5 2 4 2 2 3 1,rest G#2 B3 B3 B3 A3 A3 G#3 G#3 A3 G#3 A3 B3 G#3 rest,0.510839 0.522449 0.452789 0.452789 0.545669 0.2322 0.406349 0.17415 0.429569 0.429569 0.267029 0.325079 0.267029 0.870748 0.476009,
000047,Both our tender bellies wound in baling wire,SP b əw θ a ʈ ɛ n ɖ ə b ɛ ʎ i z ʋ aw n ɖ i n b e ʎ ɪ ŋ ʋ aj ə SP,0.34 0.03 0.03 0.03 0.03 0.14 0.23 0.08 0.04 0.16 0.12 0.34 0.09 0.34 0.05 0.03 1.55 0.04 0.03 0.05 0.13 0.04 0.33 0.07 0.09 0.04 0.08 0.83 0.49 0.48,1 3 1 5 5 4 2 5 3 1,rest G#3 B3 B3 B3 A3 G#3 G#3 A3 G#3 A3 G#3 G#3 G#3 G#3 G#3 F#3 rest,0.615329 0.325079 0.290249 0.1161 0.325079 0.394739 0.25542 0.1161 0.25542 0.24381 0.359909 0.383129 0.24381 0.371519 0.19737 0.487619 0.940408 0.406349,
000048,All the more a pair of underwater pearls,SP ɑː ɫ ð a m ɒː a p ɛː ɒ v SP ɐ n d ə w ɒː t ə p ɜː l z SP,0.6 0.4 0.05 0.09 0.1 0.12 0.64 0.29 0.13 0.49 0.06 0.04 0.04 0.71 0.09 0.04 0.16 0.05 0.33 0.06 0.16 0.12 1.24 0.74 0.04 0.21,1 2 2 2 1 2 2 1 8 4 1,rest F#3 G#3 B3 B3 A3 A3 G#3 G#3 A3 G#3 G#3 A3 B3 G#3 F#3 E3 rest,0.650159 0.20898 0.267029 0.2322 0.777868 0.290249 0.406349 0.2322 0.12771 0.278639 0.417959 0.267029 0.336689 0.290249 0.708209 0.18576 1.102948 0.22059,
000049,Than the oak tree and its resurrection fern,SP d̪ a n ð a əw k t ɹ iː SP a n i t s SP ɹ ɛ z ə ɹ ɛ c ʃ ə n SP f aː n SP,0.52 0.05 0.28 0.11 0.03 0.27 0.49 0.09 0.09 0.1 0.54 0.09 0.03 0.43 0.03 0.04 0.1 0.04 0.12 0.21 0.09 0.16 0.13 0.25 0.04 0.15 0.68 0.13 0.5 0.05 4.68 1.01 0.49,1 3 2 2 3 1 2 3 1 10 1 3 1,rest G3 E3 E3 F#3 E3 E3 D#3 E3 D#3 E3 F#3 G#3 rest G#3 F#3 E3 rest,0.568889 0.429569 0.22059 0.25542 0.476009 0.522449 0.313469 0.650159 0.325079 0.290249 0.441179 0.313469 0.510839 0.522449 0.487619 3.018594 2.240726 0.441179,
000050,In our days we will say What our ghosts will say,SP i n SP a SP d e z ʋ iː ʋ ɪ l s e SP ʋ ɒ ʈ a ɡ əw s t s ʋ ɪ l s e SP,0.72 0.49 0.16 0.03 0.66 0.03 0.1 1.47 0.08 0.1 0.41 0.03 0.5 0.31 0.28 0.78 0.39 0.05 0.03 0.03 1.01 0.17 0.49 0.04 0.09 0.03 0.12 0.05 0.13 0.2 1.73 0.46,1 2 1 1 1 3 2 3 2 1 3 1 5 3 2 1,rest E3 F#3 E3 E3 F#3 E3 E3 E3 rest E3 F#3 G#3 D#3 D#3 E3 D#3 rest,0.777868 0.22059 0.394739 0.801088 1.660227 0.464399 0.24381 0.812698 0.789478 0.441179 0.417959 0.801088 0.325079 0.359909 0.476009 0.417959 1.346757 0.417959,
000051,We gave the world what it saw fit,SP ʋ iː ɡ e v ð a ʋ ɜː l ɖ ʋ ɒ ʈ i t s ɒ fʲ i t SP,0.66 0.05 0.08 0.13 0.33 0.05 0.05 0.03 0.03 2.15 0.12 0.03 0.12 0.2 0.05 0.23 0.05 0.19 0.7 0.24 0.11 0.03 0.74,1 2 3 2 4 3 2 2 3 1,rest F#3 E3 A2 B2 F#3 E3 E3 rest,0.940408 0.394739 2.380045 0.12771 0.267029 0.417959 0.975238 0.371519 0.487619,
000052,And what'd we get?,SP a n ʋ ə ɖ ʋ iː ɡ ɛ t SP,0.71 0.05 0.11 0.06 0.22 0.03 0.11 0.89 0.11 0.63 0.03 0.68,1 2 3 2 3 1,rest E3 E3 F#3 E3 D#3 D#3 rest,0.917188 0.394739 0.24381 0.743039 0.20898 0.650159 0.1161 0.359909,
000053,Like stubborn boys with big green eyes We'll see everything,SP l aj k s t ɐ b ə n b ɔj z ʋ ɪ d̪ bʲ i ɡ ɟ ɹ i n aj z SP ʋ ə l s iː ɛ ɹ i θ ɪ ŋ SP,0.66 0.13 0.17 0.05 0.16 0.08 0.33 0.1 0.47 0.26 0.04 1.42 0.07 0.1 0.04 0.06 0.12 0.19 0.09 0.03 0.28 0.72 0.06 0.69 0.1 0.35 0.05 0.18 0.07 0.22 0.67 0.56 0.47 0.04 0.14 0.36 1.11 0.51,1 3 6 3 3 3 4 2 1 3 2 6 1,rest A#2 E3 F#3 E3 E3 A#2 F#3 E3 E3 E3 rest E3 F#3 G#3 D#3 D#3 E3 D#3 rest,0.696599 0.568889 0.13932 0.278639 0.766259 1.497687 0.313469 0.325079 0.25542 0.789478 0.777868 0.464399 0.406349 0.777868 0.313469 0.487619 0.348299 0.20898 1.253878 0.476009,
000054,In the timid shade of the autumn leaves And the buzzard's wing,SP i n ð a ʈ ɪ mʲ ɪ ɖ ʃ e d ɒ v ð a ɒ t ə m ʎ iː v z SP a n ð a b ɐ z ə d z ʋ ɪ ŋ SP,0.45 0.04 0.12 0.06 0.04 0.19 0.22 0.08 0.88 0.04 0.23 1.27 0.08 0.03 0.12 0.03 0.29 0.69 0.09 0.31 0.24 0.04 0.85 0.08 0.11 0.28 0.04 0.1 0.04 0.05 0.17 1.18 0.09 0.11 0.03 0.03 0.03 0.37 1.19 0.3,1 2 2 5 3 2 2 4 4 1 2 2 6 3 1,rest B2 F#3 E3 E3 A#2 B2 E3 F#3 E3 E3 E3 rest G2 E3 E3 F#3 E3 E3 D#3 D#3 rest,0.638549 0.278639 0.301859 1.126168 1.346757 0.18576 0.24381 0.18576 0.2322 0.417959 0.592109 1.010068 0.464399 0.24381 0.25542 0.313469 0.696599 0.20898 0.20898 1.149388 0.22059 0.267029,
000055,And we'll undress beside the ashes of the fire,SP a n ʋ ə l ɐ n d ɹ ɛ s b ə s aj d ð a a ʃ ɛ z ɒ v ð a f aj a SP,0.71 0.04 0.22 0.11 0.33 0.05 0.26 0.12 0.04 0.05 0.2 0.11 0.07 0.1 0.11 0.33 0.03 0.03 0.03 0.03 0.03 1.12 0.08 0.25 0.05 0.04 0.11 0.16 1.35 0.14 0.44,1 2 3 6 5 2 4 2 2 3 1,rest A#2 A3 B3 B3 B3 A3 A3 G#3 G#3 A3 G#3 A3 B3 G#3 rest,0.603719 0.476009 0.17415 0.22059 0.429569 0.406349 0.22059 0.383129 0.18576 0.452789 0.394739 0.278639 0.313469 0.278639 1.439637 0.487619,
000056,Both Our tender bellies are wound around in baling wire All the more a pair of underwater pearls Than the oak tree and its resurrection fern,SP b əw θ a ʈ ɛ n ɖ ə b ɛ ʎ i z a ʋ aw n ɖ a ɹ aw n d i n b e ʎ ɪ ŋ ʋ aj ə SP ɑː ɫ ð a m ɒː a SP p ɛː ɒ v SP ɐ n d ə w ɒː t ə p ɜː l z SP d̪ a n ð a əw k t ɹ iː SP a n i t s SP ɹ ɛ z ə ɹ ɛ c ʃ ə n SP f aː n SP,0.6 0.12 0.29 0.09 0.25 0.15 0.33 0.06 0.03 0.1 0.12 0.22 0.09 0.17 0.04 0.05 0.1 0.62 0.05 0.03 0.03 0.03 0.01 0.03 0.03 0.03 0.03 0.03 0.31 0.07 0.08 0.1 0.03 1.19 0.93 0.32 0.41 0.03 0.08 0.13 0.12 0.09 0.82 0.03 0.06 0.46 0.08 0.03 0.03 0.72 0.07 0.04 0.18 0.06 0.3 0.07 0.17 0.11 1.35 1.07 0.05 0.41 0.04 0.32 0.08 0.03 0.28 0.55 0.06 0.09 0.16 0.58 0.03 0.13 0.07 0.2 0.05 0.069999 0.320002 0.099998 0.230002 0.07 0.149999 0.14 0.210001 0.049999 0.149999 0.850001 0.16 0.479999 0.030001 0.34 5.780001 0.329999,1 3 1 5 5 1 4 5 2 5 3 1 2 2 2 1 1 2 2 1 8 4 1 3 2 2 3 1 2 3 1 10 1 3 1,rest G#3 B3 B3 A3 A3 G#3 A3 G#3 G#3 G#3 A3 B3 A3 G#3 F#3 rest F#3 G#3 B3 B3 A3 A3 G#3 A3 A3 G#3 G#3 A3 B3 G#3 F#3 E3 rest F#3 E3 E3 F#3 E3 D#3 rest E3 D#3 E3 F#3 G#3 rest A3 F#3 E3 rest,0.731429 0.371519 0.406349 0.406349 0.22059 0.301859 0.348299 0.371519 0.359909 0.22059 0.12771 0.2322 0.17415 0.290249 0.22059 1.695057 0.325079 0.2322 0.24381 0.25542 0.731429 0.278639 0.383129 0.24381 0.12771 0.25542 0.406349 0.301859 0.313469 0.278639 0.661769 0.2322 1.637007 0.394739 0.417959 0.441179 0.15093 0.417959 0.952018 0.301859 0.406349 0.325079 0.301859 0.406349 0.394739 0.650159 0.464399 0.452789 3.262404 2.507755 0.2322,"exclude:high_dev=13.8,SNR=9.4"
000057,Say something for the body buried by the riverbank Mother of a soldier a tree in a forest up in flames Black valley peace beneath the city Where the women hear the washboard rhythm in their bosom when they say,SP s e s ɐ m p m̩ f a ð a b ɑ dʲ i b ɛ ɹ i d b aj ð a ɹ ɪ v ə b a ŋ k m ɐ ð ə ɒ v a s ɒ l dʒ ə a SP t ɹ iː i n a SP f ɒ ɹ ɪ s t ɐ p i n f l e m z b l a k v a ʎ i SP p iː s b ɛ ɲ iː θ ð a s i tʲ i ʋ ɛː ð a ʋ ɪ m ə n ç i a ð a ʋ ɒ ʃ b ɒ ɹ d ɹ i ð a m i n ð ɚ b ʊ z ə m ʋ ɛ n ð e s e SP,0.47 0.12 0.25 0.2 0.24 0.05 0.03 0.18 0.03 0.24 0.06 0.09 0.09 0.25 0.08 0.31 0.2 0.39 0.19 0.03 0.06 0.03 0.26 0.07 0.12 0.06 0.2 0.06 0.11 0.11 0.22 0.04 0.03 0.21 0.24 0.06 0.37 0.03 0.06 0.05 0.16 0.19 0.03 0.09 0.15 0.16 0.11 0.09 0.05 0.4 0.03 0.07 0.24 0.16 0.04 0.13 0.1 0.11 0.08 0.06 0.15 0.07 0.03 0.12 0.08 0.07 0.33 0.17 0.08 0.08 0.04 0.23 0.06 0.13 0.27 0.05 0.2 0.31 0.07 0.3 0.1 0.08 0.12 0.1 0.17 0.08 0.06 0.04 0.15 0.24 0.04 0.11 0.09 0.22 0.07 0.06 0.13 0.23 0.07 0.09 0.05 0.07 0.17 0.04 0.07 0.05 0.13 0.21 0.09 0.06 0.14 0.11 0.03 0.17 0.03 0.03 0.24 0.21 0.13 0.06 0.04 0.15 0.13 0.18 0.06 0.08 0.120001 0.049999 0.129999 0.060001 0.039999 0.120001 0.129999 0.65 0.260001,1 2 5 2 2 4 5 2 2 8 4 2 1 5 1 1 3 2 1 1 6 2 2 5 4 4 1 3 5 2 4 2 2 5 3 2 7 5 2 2 5 3 2 2 1,rest C#3 E3 E3 F#3 E3 F#3 C#3 E3 E3 F#3 F#3 E3 E3 B2 C#3 E3 E3 F#3 E3 F#3 E3 C#3 E3 E3 F#3 G#3 F#3 F#3 E3 E3 F#3 F#3 F#3 C#3 rest E3 E3 F#3 F#3 E3 E3 C#3 C#3 E3 E3 F#3 E3 F#3 C#3 E3 F#3 F#3 A3 F#3 F#3 E3 E3 F#3 F#3 rest,0.603719 0.441179 0.313469 0.20898 0.290249 0.18576 0.336689 0.522449 0.476009 0.20898 0.325079 0.17415 0.267029 0.2322 0.09288 0.394739 0.313469 0.17415 0.278639 0.20898 0.313469 0.18576 0.12771 0.20898 0.510839 0.464399 0.20898 0.278639 0.22059 0.24381 0.18576 0.545669 0.452789 0.290249 0.18576 0.417959 0.476009 0.20898 0.313469 0.19737 0.278639 0.18576 0.290249 0.20898 0.301859 0.16254 0.325079 0.17415 0.359909 0.499229 0.452789 0.22059 0.301859 0.22059 0.25542 0.22059 0.267029 0.22059 0.336689 0.16254 0.19737,
000058,Give me Good legs,SP ɟ i v ɛ mʲ iː SP ɡ ʊ d l ɛ ɡ z SP,0.49 0.07 0.12 0.03 0.13 0.22 1.0 2.41 0.05 0.02 0.04 0.03 1.39 0.04 0.03 0.24,1 3 3 1 3 4 1,rest E3 F#3 rest E3 F#3 F#3,0.580499 0.476009 0.975238 2.507755 0.464399 1.137778 0.17415,
000059,And a Japanese car,SP a n a dʒ a p a ɲ iː z k ɑː SP,1.61 0.3 0.03 0.07 0.14 0.22 0.07 0.11 0.08 0.33 0.06 0.1 0.93 0.6,1 2 1 7 2 1,rest C#3 E3 E3 F#3 F#3 F#3,1.648617 0.487619 0.313469 0.18576 0.487619 1.044898 0.487619,
000060,And show me your road,SP a n ʃ əw ɛ mʲ iː j ɒ ɹ ɹ əw d SP,0.47 0.08 0.08 0.19 0.17 0.03 0.09 0.15 0.04 0.05 0.14 0.03 0.48 0.19 0.63,1 2 2 3 3 3 1,rest F2 B2 C#3 B2 A2 B2 C#3 rest,0.522449 0.313469 0.1161 0.13932 0.18576 0.278639 0.16254 0.673379 0.429569,
000061,Sing a song for the bodies buried by the interstate A well-dressed boy and a pig with a bullet in the brain Black valley peace beneath the city Where the white girls wander the strip mall singing all day,SP s ɪ ŋ a s ɑ ŋ f a ð a b ɑ dʲ i z b ɛ ɹ i d b aj ð a ɪ n ɚ s t ej t a ʋ ɛ l d ɹ ɛ s t b ɔj a n a SP p ɪ ɡ ʋ ɪ d̪ a b ʊ ʎ i t i n ð a b ɹ e n SP b l a k v a ʎ i SP p iː s b ɛ ɲ iː θ ð a s i tʲ i ʋ ɛː ð a ʋ aj ʈ ɡ aː ɫ z ʋ ɒ n ɖ ə ð a s t ɹ i p m a l s ɪ ɲ ɪ ŋ ɑː ɫ d ej SP,0.26 0.1 0.12 0.21 0.03 0.17 0.29 0.15 0.03 0.26 0.07 0.07 0.09 0.28 0.07 0.27 0.08 0.12 0.36 0.14 0.11 0.06 0.04 0.27 0.04 0.03 0.21 0.03 0.24 0.1 0.06 0.28 0.03 0.08 0.1 0.25 0.16 0.08 0.05 0.22 0.08 0.04 0.08 0.43 0.03 0.04 0.18 0.04 0.09 0.34 0.03 0.13 0.16 0.07 0.09 0.15 0.19 0.03 0.09 0.03 0.08 0.07 0.03 0.06 0.11 0.08 0.35 0.18 0.36 0.04 0.05 0.25 0.03 0.03 0.39 0.05 0.19 0.28 0.07 0.31 0.11 0.07 0.12 0.1 0.26 0.03 0.03 0.06 0.13 0.24 0.04 0.1 0.09 0.22 0.07 0.05 0.12 0.31 0.04 0.16 0.22 0.14 0.06 0.06 0.24 0.06 0.03 0.15 0.03 0.07 0.15 0.1 0.2 0.03 0.03 0.24 0.27 0.07 0.15 0.21 0.05 0.12 0.159999 0.300001 0.05 0.079999 0.790001 0.34,1 3 1 3 2 2 5 5 2 2 7 1 3 5 2 2 1 1 3 3 1 5 2 2 4 1 4 4 1 3 5 2 4 2 2 3 4 5 2 5 3 5 2 2 1,rest C#3 E3 F#3 E3 F#3 C#3 E3 E3 E3 F#3 F#3 E3 C#3 E3 F#3 F#3 E3 C#3 E3 F#3 F#3 A3 F#3 E3 E3 F#3 rest F#3 F#3 C#3 rest E3 E3 F#3 F#3 E3 E3 C#3 C#3 E3 F#3 F#3 E3 C#3 E3 F#3 A3 F#3 E3 E3 F#3 rest,0.371519 0.510839 0.487619 0.313469 0.17415 0.348299 0.476009 0.12771 0.348299 0.2322 0.325079 0.13932 0.534059 0.278639 0.557279 0.522449 0.325079 0.22059 0.313469 0.476009 0.25542 0.24381 0.18576 0.313469 0.19737 0.13932 0.452789 0.441179 0.452789 0.325079 0.19737 0.336689 0.499229 0.20898 0.313469 0.19737 0.278639 0.17415 0.301859 0.18576 0.499229 0.487619 0.325079 0.13932 0.383129 0.476009 0.499229 0.25542 0.267029 0.441179 0.18576 0.580499 0.359909,
000062,They sing Give me A juggernaut heart,SP ð e s ɪ ŋ ɟ i v ɛ mʲ iː SP a dʒ ɐ ɡ ɚ n ɑ t h ɑ ɹ t SP,0.56 0.07 0.05 0.18 0.25 0.14 0.07 0.11 0.03 0.18 0.2 1.0 2.14 0.06 0.17 0.25 0.05 0.1 0.11 0.34 0.03 0.12 0.72 0.03 0.03 0.83,1 2 3 3 3 1 1 7 4 1,rest C3 C#3 E3 F#3 rest G2 E3 E3 F#3 E3 F#3 rest,0.603719 0.25542 0.476009 0.499229 0.940408 2.229116 0.22059 0.290249 0.19737 0.383129 0.1161 1.242268 0.371519,
000063,And a Japanese car And someone to free,SP a n a dʒ a p a ɲ iː z k ɑː a n SP s ɐ m w ɐ n ə f ɹ iː SP,0.48 0.34 0.05 0.04 0.16 0.21 0.07 0.12 0.08 0.31 0.08 0.1 0.54 0.04 0.39 1.55 0.22 0.16 0.06 0.03 0.1 0.12 0.04 0.17 0.09 0.85 0.33,1 2 1 7 2 2 1 6 1 3 1,rest C3 E3 E3 F#3 F#3 rest E3 C#3 C#3 B2 A2 C#3 C#3 rest,0.522449 0.534059 0.301859 0.19737 0.476009 1.021678 1.393197 0.336689 0.1161 0.12771 0.19737 0.24381 0.16254 0.754649 0.336689,
000064,Say a prayer for the body buried like a keepsake Mother of a million mouths with the very same name Black valley peace beneath the city Where the women get the weather but never ever tell you what they pray,SP s e a p ɹ e a f a ð a b ɑ dʲ i b ɛ ɹ i d l aj k a c iː p s e k m ɐ ð ə ɒ v a mʲ i l u n SP m aw d̪ z ʋ ɪ d̪ ð a v ɛ ɹ i s e m n e m b l a k v a ʎ i SP p iː s b ɛ ɲ iː θ ð a s i tʲ i ʋ ɛː ð a ʋ ɪ m ə n ɡ ɛ t ð a ʋ ɛ d̪ ə SP b a t n ɛ v a ɛ ə ʈ ɛ l j ə ʋ ɒ ʈ ð e p ɹ e SP,0.17 0.06 0.31 0.08 0.12 0.05 0.23 0.12 0.09 0.26 0.06 0.1 0.08 0.24 0.06 0.35 0.15 0.39 0.15 0.06 0.03 0.07 0.18 0.11 0.07 0.12 0.24 0.06 0.19 0.3 0.03 0.18 0.23 0.06 0.38 0.04 0.06 0.08 0.12 0.12 0.05 0.18 0.1 0.29 0.06 0.42 0.03 0.05 0.05 0.13 0.03 0.04 0.1 0.14 0.19 0.07 0.11 0.1 0.35 0.12 0.03 0.42 0.25 0.03 0.05 0.23 0.03 0.14 0.26 0.07 0.18 0.32 0.03 0.36 0.07 0.07 0.12 0.08 0.24 0.03 0.04 0.06 0.15 0.24 0.03 0.11 0.1 0.21 0.05 0.09 0.11 0.22 0.07 0.07 0.05 0.06 0.24 0.03 0.05 0.08 0.11 0.22 0.04 0.17 0.03 0.03 0.06 0.04 0.21 0.18 0.04 0.23 0.17 0.25 0.16 0.17 0.03 0.12 0.15 0.03 0.129999 0.060002 0.029998 0.180001 0.069999 0.120001 0.91 0.35,1 2 1 4 2 2 4 5 3 1 6 4 2 1 5 1 4 3 2 4 3 3 4 4 1 3 5 2 4 2 2 5 3 2 4 1 3 4 2 3 2 3 2 3 1,rest C#3 C#3 E3 F#3 E3 F#3 C#3 E3 E3 F#3 F#3 E3 C#3 C#3 E3 E3 F#3 E3 F#3 D3 rest E3 F#3 F#3 A3 F#3 F#3 E3 E3 F#3 F#3 F#3 C#3 rest E3 E3 E3 F#3 F#3 E3 E3 C#3 C#3 E3 E3 F#3 E3 F#3 E3 C#3 E3 E3 F#3 F#3 A3 F#3 E3 E3 E3 F#3 rest,0.267029 0.267029 0.22059 0.487619 0.301859 0.18576 0.313469 0.499229 0.499229 0.17415 0.313469 0.18576 0.487619 0.12771 0.371519 0.301859 0.18576 0.290249 0.19737 0.267029 0.17415 0.371519 0.476009 0.22059 0.278639 0.20898 0.267029 0.2322 0.267029 0.20898 0.499229 0.441179 0.313469 0.16254 0.406349 0.17415 0.313469 0.18576 0.313469 0.20898 0.290249 0.17415 0.290249 0.19737 0.290249 0.17415 0.313469 0.18576 0.278639 0.2322 0.313469 0.2322 0.313469 0.19737 0.267029 0.313469 0.267029 0.313469 0.17415 0.16254 0.743039 0.371519,
000065,They pray give me A yellow brick road,SP ð e p ɹ e ɟ i v ɛ mʲ iː SP a j ɛ l əw b ɹ i k ɹ əw d SP,0.42 0.05 0.07 0.11 0.14 0.23 0.13 0.06 0.03 0.19 0.2 0.95 2.2 0.06 0.19 0.22 0.08 0.12 0.07 0.08 0.15 0.06 0.04 1.21 0.08 0.52,1 2 3 3 3 1 1 4 4 3 1,rest C3 C#3 E3 F#3 rest F#2 E3 E3 F#3 E3 F#3 F#3 rest,0.464399 0.22059 0.476009 0.476009 0.893968 2.298776 0.22059 0.278639 0.2322 0.267029 0.20898 1.079728 0.19737 0.348299,
000066,And a Japanese car And benevolent change,SP a n a dʒ a p a ɲ iː z k ɑː a n SP b ə n ɛ v ə l ə n t tʃ e n dʒ SP,0.45 0.31 0.04 0.06 0.13 0.23 0.07 0.12 0.07 0.3 0.08 0.1 0.56 0.24 0.35 1.16 0.1 0.07 0.15 0.21 0.04 0.13 0.04 0.11 0.06 0.03 0.12 0.46 0.67 0.03 0.49,1 2 1 7 2 2 1 10 4 1,rest C#3 E3 E3 F#3 F#3 rest F#2 F#2 B2 C#3 C3 A2 C#3 rest,0.510839 0.476009 0.313469 0.18576 0.476009 1.126168 1.126168 0.15093 0.2322 0.13932 0.1161 0.16254 0.325079 1.265488 0.383129,
000067,I was a quick wet boy Diving too deep,SP aj ʋ ɒ z a SP cʷ i k SP ʋ ɛ ʈ SP b ɔj d aj v ɪ ŋ ʈ ʉː dʲ iː p SP,0.18 0.39 0.11 0.38 0.07 0.06 0.29 0.07 0.25 0.13 0.88 0.11 0.24 0.08 0.77 0.11 0.06 0.03 1.72 0.03 0.03 0.08 0.12 0.26 0.14 0.41 0.15 0.18,1 1 3 1 1 3 1 3 1 2 5 2 3 1,rest F3 F#3 G#3 A3 A3 B3 rest B3 rest B3 B3 B3 A3 G#3 G#3 rest,0.24381 0.24381 0.24381 0.394739 0.18576 0.24381 0.301859 1.068118 0.290249 0.905578 1.207438 0.1161 0.336689 0.417959 0.417959 0.510839 0.20898,
000068,for coins all of your streetlight eyes wide on my plastic,SP f a SP k ɔj n z ɑː ɫ ɒ v j ɒ ɹ s t ɹ iː t l aj t aj z SP ʋ aj ɖ a n m ɑ p l a s tʲ i k SP,0.17 0.03 1.0 0.11 0.08 0.38 0.82 0.06 0.27 0.08 0.03 0.31 0.14 0.04 0.04 0.21 0.08 0.1 1.01 0.05 0.05 0.04 0.03 1.74 0.03 0.55 0.04 0.37 0.05 0.21 0.13 0.04 0.7 0.11 0.03 0.57 0.22 0.09 0.27 0.06 0.28,1 2 1 4 2 2 3 8 2 1 3 2 2 7 1,rest G#3 G#3 G#3 G3 G#3 F#3 E3 E3 E3 E3 C#3 rest D#3 F#3 G#3 F#3 F#3 F#3 rest,0.20898 1.021678 0.16254 1.253878 0.10449 0.278639 0.383129 0.452789 1.230658 1.195828 0.22059 0.394739 0.626939 0.371519 0.383129 0.19737 0.626939 0.905578 0.336689 0.267029,
000069,toys and Then when the cops closed the fair I cut my long baby hair Stole me a dog-eared map,ʈ ɔj z a n ð ə n ʋ ɛ n ð a SP k ɒ p s SP k l əw z d ð a f ɛ ɹ aj k ə ʈ m ɑ l ɒ ŋ SP b e bʲ i h ɛ ɹ SP s t əw ɫ ɛ mʲ iː a d ɑ ɡ i a d m a p SP,0.07 0.4 0.03 0.05 0.68 0.03 0.22 0.17 0.05 0.26 0.09 0.04 0.24 0.08 0.07 0.34 0.14 0.23 0.45 0.06 0.07 0.64 0.06 0.03 0.03 0.06 0.14 0.78 0.03 0.78 0.15 0.17 0.04 0.14 0.38 0.03 0.45 0.19 0.47 0.07 0.33 0.03 0.42 0.05 0.83 0.23 0.18 0.18 0.13 0.2 0.1 0.03 0.09 0.42 0.03 0.1 0.82 0.03 0.03 0.03 0.03 1.65 0.18 0.03 0.28,3 2 3 3 2 1 4 1 5 2 3 1 3 2 3 1 4 3 1 4 3 1 3 3 3 1,F#3 F#3 F#3 G#3 A3 B3 rest A3 B3 B3 B3 G#3 B3 A3 G#3 G#3 rest F#3 G#3 G#3 F#3 G#3 E3 G#3 F#3 E3 E3 E3 E3 D3 rest,0.08127 1.184218 0.429569 0.383129 0.406349 0.441179 0.777868 0.383129 0.429569 0.22059 1.265488 0.10449 0.359909 0.348299 0.417959 0.661769 0.545669 0.325079 0.476009 0.1161 0.12771 0.859138 0.452789 0.417959 0.336689 0.20898 1.439637 1.160998 0.13932 0.290249 0.05805,
